text,label,label_id,outlet,label_source,outlet_group,word_count,char_count,has_question,has_colon,has_exclaim,caps_word_ratio,avg_word_len,form_score,m_reveal,m_authority,m_cata,m_withhold,m_vague,m_emo,m_list,m_addr,m_q,m_colon,split
"«Ми наближаємось до розв'язки»: експерт оцінив, чи спрацює мирний план США",clickbait,1,politeka.net,llm,znaj_holding,11,74,0,1,0,0.0909,5.455,2,1,1,0,0,0,0,0,0,0,0,train
Харріс атакує Трампа його ж методами: експерти розповіли про нову тактику демократки.,neutral,0,politeka.net,llm,znaj_holding,12,85,0,1,0,0.0,6.0,3,1,1,0,0,0,0,0,0,0,1,train
"Хто переможе на виборах – залежатиме від Буданова, - політичний експерт",clickbait,1,politeka.net,llm,znaj_holding,10,71,0,0,0,0.0,5.9,2,0,1,0,0,0,0,0,0,1,0,val
Здоровий шашлик: вибираємо м’ясо та контролюємо порції,clickbait,1,ukr.media,llm,ukrmedia,8,54,0,1,0,0.0,5.75,1,0,0,0,0,0,0,0,0,0,1,train
"Сирський перебуває на бойових позиціях, ситуація контрольована — Зеленський",neutral,0,hromadske.ua,llm,quality,8,75,0,0,0,0.0,8.125,0,0,0,0,0,0,0,0,0,0,0,train
Прем'єр Словаччини хоче відновити відносини з рф: Євросоюзу потрібна росія,neutral,0,hromadske.ua,llm,quality,10,74,0,1,0,0.0,6.4,0,0,0,0,0,0,0,0,0,0,0,val
Жінка підпалила себе перед будівлею суду на Київщині,neutral,0,pravda.com.ua,llm,quality,8,52,0,0,0,0.0,5.625,0,0,0,0,0,0,0,0,0,0,0,train
"На Близькому Сході стає все гарячіше: експерт розповів, що це означає для України",clickbait,1,politeka.net,llm,znaj_holding,13,81,0,1,0,0.0,5.154,4,1,1,1,0,0,0,0,0,0,1,train
Євген Карась закликав мститися за Фаріон: навів єдиний спосіб,clickbait,1,znaj.ua,llm,znaj_holding,9,61,0,1,0,0.0,5.778,2,0,0,0,0,1,0,0,0,0,1,train
"Розвіяти міфи: чи дійсно посудомийна машина “забирає” більше води, а посуд у ній відмивається гірше",clickbait,1,ukr.media,llm,ukrmedia,15,99,0,1,0,0.0,5.4,1,0,0,0,0,0,0,0,0,0,1,train
"Кампанія Трампа почала руйнуватися: експерт розповів, як невдалі висловлювання знижують його рейтинг",neutral,0,politeka.net,llm,znaj_holding,12,100,0,1,0,0.0,7.25,3,1,1,0,0,0,0,0,0,0,1,val
"Кулеба обговорив з французьким колегою постачання систем ППО, ракет та дронів",neutral,0,pravda.com.ua,llm,quality,11,77,0,0,0,0.0909,6.0,0,0,0,0,0,0,0,0,0,0,0,train
"Домашнім кондитерам стане не солодко: в Україні супермаркети оновили ціни на цукор, олію та яйця",clickbait,1,znaj.ua,llm,znaj_holding,15,96,0,1,0,0.0,5.333,1,0,0,0,0,0,0,0,0,0,1,train
"Хитрі жінки за знаком Зодіаку: вони часто отримують те, чого хочуть",clickbait,1,ukr.media,llm,ukrmedia,11,67,0,1,0,0.0,5.0,1,0,0,0,0,0,0,0,0,0,1,train
"Вчені з'ясували, що постійний стрес у жінок може призвести до інсульту",neutral,0,znaj.ua,llm,znaj_holding,11,70,0,0,0,0.0,5.364,1,0,1,0,0,0,0,0,0,0,0,train
"Тарифні війни: експерт пояснив, чому Трамп тягне з росією та чого хоче від Європи",clickbait,1,politeka.net,llm,znaj_holding,14,81,0,1,0,0.0,4.714,3,1,1,0,0,0,0,0,0,0,1,val
У коханої харківського мера Ігоря Терехова виявлено незадекларовану нерухомість у Франції,neutral,0,znaj.ua,llm,znaj_holding,11,89,0,0,0,0.0,7.182,0,0,0,0,0,0,0,0,0,0,0,train
Що корисніше для організму — чорнослив чи свіжа слива,clickbait,1,ukr.media,llm,ukrmedia,8,53,0,0,0,0.0,5.5,1,0,0,0,0,0,0,0,0,1,0,test
"На Закарпатті двоє прикордонників втекли за кордон під час служби, а покарали за це чергового",neutral,0,hromadske.ua,llm,quality,15,93,0,0,0,0.0,5.2,0,0,0,0,0,0,0,0,0,0,0,train
"Десять ""прильотів"": дрони ГУР запалили нафтобазу в Тульській області РФ - джерело",neutral,0,pravda.com.ua,llm,quality,12,81,0,1,0,0.0833,5.583,0,0,0,0,0,0,0,0,0,0,0,val
Трамп визначився з головним переговорником: хто стане спецпосланцем США з питань війни в Україні та який у нього план,clickbait,1,politeka.net,llm,znaj_holding,19,117,0,1,0,0.0526,5.158,1,0,0,0,0,0,0,0,0,0,1,test
"29 березня 2025 року - сонячне затемнення, яке змінить світ: до чого потрібно готуватися українцям",clickbait,1,znaj.ua,llm,znaj_holding,15,98,0,1,0,0.0,5.467,2,0,0,0,0,0,0,1,0,0,1,train
"Шанси на посилення підтримки: експерти розповіли, що буде з Україною у разі перемоги Трампа",clickbait,1,politeka.net,llm,znaj_holding,14,91,0,1,0,0.0,5.429,4,1,1,1,0,0,0,0,0,0,1,test
Сотні вантажівок транзитом через Білорусь: як Польща нарощує торгівлю з росією,clickbait,1,znaj.ua,llm,znaj_holding,11,78,0,1,0,0.0,6.091,1,0,0,0,0,0,0,0,0,0,1,train
"Поки українців кличуть додому, сім'ї нардепів облаштовуються в Європі",neutral,0,znaj.ua,llm,znaj_holding,9,69,0,0,0,0.0,6.667,0,0,0,0,0,0,0,0,0,0,0,test
"Яка фарба найшкідливіша для волосся: ви здивуєтесь, але це не блонд",clickbait,1,ukr.media,llm,ukrmedia,11,67,0,1,0,0.0,5.0,2,0,0,0,0,0,0,0,0,1,1,train
"""Точна відповідь експерта"": Три причини, чому чоловік п’є",clickbait,1,ukr.media,llm,ukrmedia,9,57,0,1,0,0.0,5.0,1,0,1,0,0,0,0,0,0,0,0,train
"Вночі захисники збили 9 ворожих ""Шахедів"" з 13 й авіаційну ракету",neutral,0,pravda.com.ua,llm,quality,11,65,0,0,0,0.0,4.818,1,0,0,0,0,0,0,1,0,0,0,test
За два тижні навчальні F-16 для українців прибудуть до Румунії – Рютте,neutral,0,pravda.com.ua,llm,quality,11,70,0,0,0,0.0909,5.273,1,0,0,0,0,0,0,1,0,0,0,train
Експерти назвали головні помилки під час приготування продуктів у мікрохвильовці,clickbait,1,ukr.media,llm,ukrmedia,10,80,0,0,0,0.0,7.1,3,1,1,0,0,1,0,0,0,0,0,train
Лазарєва субота-2024: що у цей день вважається важким гріхом і у чому суть свята Великого посту,clickbait,1,znaj.ua,llm,znaj_holding,16,95,0,1,0,0.0,4.938,1,0,0,0,0,0,0,0,0,0,1,val
Магнітні бурі або хронічні захворювання: що насправді впливає на нашу поведінку,clickbait,1,znaj.ua,llm,znaj_holding,11,79,0,1,0,0.0,6.182,1,0,0,0,0,0,0,0,0,0,1,train
80-річну пенсіонерку позбавили квартири через любов до путіна: пройшла шлях від педагога до 4 років ув'язнення,neutral,0,znaj.ua,llm,znaj_holding,16,110,0,1,0,0.0,5.875,2,0,0,0,0,0,0,1,0,0,1,test
Графіки відключення світла у Полтавській області на 21 березня: де субота принесе додаткові вимкнення,neutral,0,politeka.net,llm,znaj_holding,14,101,0,1,0,0.0,6.214,2,0,0,0,0,0,0,1,0,0,1,train
"Комбата ТрО Салаватова, у якого hromadske знайшло звʼязки з «ДНР», усувають з посади на час службового розслідування",neutral,0,hromadske.ua,llm,quality,17,116,0,0,0,0.0588,5.647,0,0,0,0,0,0,0,0,0,0,0,train
"Солити чи ні? Усе, що потрібно знати про сіль у фарші, щоб котлети не розвалювались",clickbait,1,ukr.media,llm,ukrmedia,15,83,1,0,0,0.0,4.4,1,0,0,1,0,0,0,0,0,0,0,train
"Грошей немає, але для ""обраних"" знайдуться: кому ПФУ виплатить підвищені пенсії",clickbait,1,znaj.ua,llm,znaj_holding,11,79,0,1,0,0.0909,5.909,1,0,0,0,0,0,0,0,0,0,1,test
Рік корпусної реформи. Висновки,neutral,0,espreso.tv,llm,quality,4,31,0,0,0,0.0,6.75,0,0,0,0,0,0,0,0,0,0,0,train
Ескалація між Китаєм та США після рішення Трампа: експерти розповіли про військові погрози,neutral,0,politeka.net,llm,znaj_holding,13,90,0,1,0,0.0769,5.923,3,1,1,0,0,0,0,0,0,0,1,train
"Навіщо розмовляти із собакою: несподівана, але корисна рекомендація",clickbait,1,ukr.media,llm,ukrmedia,8,67,0,1,0,0.0,7.25,4,0,0,0,0,1,1,0,0,1,1,train
"Учені з’ясували, чи розділяють собаки стрес, який відчуває господар",neutral,0,ukr.media,llm,ukrmedia,10,67,0,0,0,0.0,5.6,0,0,0,0,0,0,0,0,0,0,0,test
"Стануть вашим порятунком восени: 5 продуктів, які містять велику кількість вітаміну D",clickbait,1,znaj.ua,llm,znaj_holding,12,85,0,1,0,0.0,6.0,3,0,0,0,0,1,0,1,1,0,0,test
Екскерівника театру Лесі Українки позбавили звання академіка за антиукраїнську позицію,neutral,0,hromadske.ua,llm,quality,10,86,0,0,0,0.0,7.7,0,0,0,0,0,0,0,0,0,0,0,train
Росіяни вдарили по Дніпру і області: убили 6 дорослих і 2 дітей,neutral,0,pravda.com.ua,llm,quality,12,63,0,1,0,0.0,4.25,2,0,0,0,0,0,0,1,0,0,1,train
У Львові невідомі пошкодили могили загиблих військових на Личаківському цвинтарі. Їх шукає поліція,neutral,0,hromadske.ua,llm,quality,13,98,0,0,0,0.0,6.538,0,0,0,0,0,0,0,0,0,0,0,train
Батьки залишаться без допомоги: хто не отримає виплати на дітей,clickbait,1,znaj.ua,llm,znaj_holding,10,63,0,1,0,0.0,5.3,1,0,0,0,0,0,0,0,0,0,1,val
"Федоренко з ""Ахіллеса"" заявив, що не піде у Верховну Раду",neutral,0,pravda.com.ua,llm,quality,10,57,0,0,0,0.0,4.5,1,1,0,0,0,0,0,0,0,0,0,val
Про легітимність президента та правову державу під час війни,neutral,0,hromadske.ua,llm,quality,9,60,0,0,0,0.0,5.778,0,0,0,0,0,0,0,0,0,0,0,train
4 ознаки безперспективних стосунків на думку психолога,clickbait,1,ukr.media,llm,ukrmedia,7,54,0,0,0,0.0,6.857,2,0,1,0,0,0,0,1,0,0,0,val
Ідеальна чистота за копійки: 8 неочевидних застосувань перекису водню,clickbait,1,ukr.media,llm,ukrmedia,9,69,0,1,0,0.0,6.667,1,0,0,0,0,0,0,1,0,0,0,train
Прихована камера зняла кумедну спробу кота спіймати птаха,neutral,0,ukr.media,llm,ukrmedia,8,57,0,0,0,0.0,6.25,0,0,0,0,0,0,0,0,0,0,0,train
Обмеження руху в Ужгороді: про які зміни варто знати жителям,clickbait,1,politeka.net,llm,znaj_holding,10,60,0,1,0,0.0,5.0,1,0,0,0,0,0,0,0,0,0,1,train
"Чому батарея смартфона втрачає ємність: помилки, які не можна ігнорувати",clickbait,1,politeka.net,llm,znaj_holding,10,72,0,1,0,0.0,6.1,2,0,0,0,0,0,0,0,0,1,1,train
Смартфон корисний для здоров’я — вчені дійшли несподіваного висновку,clickbait,1,ukr.media,llm,ukrmedia,9,68,0,0,0,0.0,6.444,3,0,1,0,0,1,1,0,0,0,0,train
"Мене мама народила в 40! Знаєте, як мені було? Монологи пізніх дітей",clickbait,1,ukr.media,llm,ukrmedia,12,68,1,0,1,0.0,4.5,0,0,0,0,0,0,0,0,0,0,0,train
Глава МВС Естонії допустив допомогу з мобілізацією українців,neutral,0,pravda.com.ua,llm,quality,8,60,0,0,0,0.125,6.625,0,0,0,0,0,0,0,0,0,0,0,test
Вступ України в НАТО підтримали представники провідних університетів світу,neutral,0,hromadske.ua,llm,quality,9,74,0,0,0,0.1111,7.333,0,0,0,0,0,0,0,0,0,0,0,test
"Окупанти зранку вдарили ""Градами"" по центру Херсона: 1 загиблий, 4 поранені",neutral,0,pravda.com.ua,llm,quality,11,75,0,1,0,0.0,5.545,1,0,0,0,0,0,0,1,0,0,0,test
"Дефіцит продуктів у Сумській області: український ринок зіштовхнувся з викликами, з чим виникли проблеми",clickbait,1,politeka.net,llm,znaj_holding,14,104,0,1,0,0.0,6.357,2,0,0,0,0,1,0,0,0,0,1,train
Таємничі списання: клієнти Monobank скаржаться на зникнення грошей,neutral,0,znaj.ua,llm,znaj_holding,8,66,0,1,0,0.0,7.25,1,0,0,0,0,0,0,0,0,0,1,test
Чому зникли популярні смартфони HTC і що з компанією зараз,clickbait,1,ukr.media,llm,ukrmedia,10,58,0,0,0,0.1,4.9,1,0,0,0,0,0,0,0,0,1,0,train
"5 правил етикету, які корисно пам’ятати щодня",clickbait,1,ukr.media,llm,ukrmedia,8,45,0,0,0,0.0,4.625,1,0,0,0,0,0,0,1,0,0,0,test
"Доплати для пенсіонерів в Запоріжжі: частині українців виплатять додаткові гроші, хто опинився в списку",clickbait,1,politeka.net,llm,znaj_holding,14,103,0,1,0,0.0,6.286,1,0,0,0,0,0,0,0,0,0,1,test
Ігор Зелінський заблокував використання важливої авіатехніки для логістичних потреб ЗСУ: розслідування ЗМІ про екс-заступника голови Державіаслужби,neutral,0,politeka.net,llm,znaj_holding,16,147,0,1,0,0.125,8.188,1,0,0,0,0,0,0,0,0,0,1,val
"Російський наступ триватиме середини до осені: експерт оцінив, чи вдасться ворогу захопити 4 області",clickbait,1,politeka.net,llm,znaj_holding,14,100,0,1,0,0.0,6.071,4,1,1,0,0,0,0,1,0,0,1,train
"Одесит підпалив вантажівку, бо та закривала краєвид з вікна. Тепер йому загрожує увʼязнення",neutral,0,hromadske.ua,llm,quality,13,91,0,0,0,0.0,5.923,0,0,0,0,0,0,0,0,0,0,0,train
"Швецію попросили призупинити постачання Україні винищувачів Gripen, бо «увага зосереджена» на F-16",neutral,0,hromadske.ua,llm,quality,12,98,0,0,0,0.0833,7.0,1,0,0,0,0,0,1,0,0,0,0,test
Основні причини появи тріщин на п’ятах крім сухості або грибка,clickbait,1,ukr.media,llm,ukrmedia,11,62,0,0,0,0.0,4.727,0,0,0,0,0,0,0,0,0,0,0,val
"КНДР нарощує виробництво зброї для Росії, заводи працюють на повну потужність – WSJ",neutral,0,pravda.com.ua,llm,quality,12,83,0,0,0,0.1667,5.75,0,0,0,0,0,0,0,0,0,0,0,train
Гороскоп на 18 жовтня 2024 року — що обіцяють астрологи,clickbait,1,ukr.media,llm,ukrmedia,9,55,0,0,0,0.0,5.0,2,0,1,0,0,0,0,1,0,0,0,train
Зеленський скоротив візит до Канади й повертається в Україну – ЗМІ,neutral,0,pravda.com.ua,llm,quality,10,66,0,0,0,0.1,5.5,0,0,0,0,0,0,0,0,0,0,0,train
У Львові масштабна пожежа після російської атаки: пошкоджено енергообʼєкт та склади,neutral,0,pravda.com.ua,llm,quality,11,83,0,1,0,0.0,6.545,1,0,0,0,0,0,0,0,0,0,1,train
Зеленський у Норвегії зустрівся зі спікером парламенту та кронпринцом Гоконом,neutral,0,espreso.tv,llm,quality,10,77,0,0,0,0.0,6.8,0,0,0,0,0,0,0,0,0,0,0,train
ЗМІ: Україна проти вимоги США створити фонд на $500 млрд за угодою про надра,neutral,0,pravda.com.ua,llm,quality,14,76,0,1,0,0.1429,4.357,0,0,0,0,0,0,0,0,0,0,0,train
"Візит путіна в Китай: експерт розповів, що насправді задумала росія",clickbait,1,politeka.net,llm,znaj_holding,10,67,0,1,0,0.0,5.6,3,1,1,0,0,0,0,0,0,0,1,test
Чому не можна пити пиво із солоною рибою і з чим краще його пити,clickbait,1,ukr.media,llm,ukrmedia,14,64,0,0,0,0.0,3.643,1,0,0,0,0,0,0,0,0,1,0,train
"3 речі, які не можна говорити оточуючим — мудрі цитати",clickbait,1,ukr.media,llm,ukrmedia,9,54,0,0,0,0.0,4.778,1,0,0,0,0,0,0,1,0,0,0,val
"""Укрпошта"" за два мільйони гривень вирішить питання з доставкою рахунків за світло",neutral,0,znaj.ua,llm,znaj_holding,12,82,0,0,0,0.0,5.75,0,0,0,0,0,0,0,0,0,0,0,val
"У Запорізькій області від удару РФ загинув підліток, поранено ще 2 дітей і 4 дорослих",neutral,0,pravda.com.ua,llm,quality,15,85,0,0,0,0.0,4.667,1,0,0,0,0,0,0,1,0,0,0,train
Alyona Alyona відверто розповіла про уколи для схуднення та хейтерів,clickbait,1,ukr.media,llm,ukrmedia,10,68,0,0,0,0.0,5.9,1,1,0,0,0,0,0,0,0,0,0,train
Зупинка допомоги США наблизить перемогу Росії у війні проти України – ISW,neutral,0,pravda.com.ua,llm,quality,11,73,0,0,0,0.1818,5.545,0,0,0,0,0,0,0,0,0,0,0,train
Чи є заборона на виїзд за кордон: ДПСУ запустила онлайн-перевірку,neutral,0,zn.ua,llm,quality,10,65,0,1,0,0.1,5.5,1,0,0,0,0,0,0,0,0,1,0,train
Чому люди у старості залишаються одні?,clickbait,1,ukr.media,llm,ukrmedia,6,38,1,0,0,0.0,5.333,1,0,0,0,0,0,0,0,0,1,0,train
Фікрет Шабанов назвав основні центри сили у світі: «Вони зараз ведуть боротьбу за лідерство»,clickbait,1,politeka.net,llm,znaj_holding,14,92,0,1,0,0.0,5.429,0,0,0,0,0,0,0,0,0,0,0,test
З початку великої війни в окупованому Криму помітний небувалий зріст протестного активізму — Ташева,neutral,0,hromadske.ua,llm,quality,13,99,0,0,0,0.0,6.538,0,0,0,0,0,0,0,0,0,0,0,train
Польща підняла військові літаки через російську атаку по Україні,neutral,0,espreso.tv,llm,quality,9,64,0,0,0,0.0,6.222,0,0,0,0,0,0,0,0,0,0,0,train
Суд заарештував Сольського: підозрюють у незаконному заволодінні землею на 291 млн гривень,neutral,0,politeka.net,llm,znaj_holding,12,90,0,1,0,0.0,6.5,1,0,0,0,0,0,0,0,0,0,1,train
Білий дім: Конгрес має схвалити допомогу Україні та надіслати більше засобів ППО,neutral,0,pravda.com.ua,llm,quality,12,80,0,1,0,0.0833,5.667,0,0,0,0,0,0,0,0,0,0,0,train
Зеленський: Росія за 5 днів вересня атакувала 14 українських областей,neutral,0,pravda.com.ua,llm,quality,10,69,0,1,0,0.0,5.9,1,0,0,0,0,0,0,1,0,0,0,train
Україна першою в світі відкрила партнерам доступ до тренування ШІ-моделей на основі реальних даних з поля бою,neutral,0,espreso.tv,llm,quality,17,109,0,0,0,0.0,5.471,0,0,0,0,0,0,0,0,0,0,0,train
"Старий дідівський треш-метод позбавлення від клопів, який працював лише взимку",clickbait,1,ukr.media,llm,ukrmedia,10,78,0,0,0,0.0,6.8,0,0,0,0,0,0,0,0,0,0,0,train
Чому ваш шашлик виходить сухий і як обрати правильні дрова для соковитості,clickbait,1,ukr.media,llm,ukrmedia,12,74,0,0,0,0.0,5.25,2,0,0,0,0,0,0,0,1,1,0,train
"У Кривому Розі внаслідок російської атаки загорілася багатоповерхівка, є загиблі",neutral,0,pravda.com.ua,llm,quality,10,80,0,0,0,0.0,7.0,0,0,0,0,0,0,0,0,0,0,0,val
"""Викличуть у вас найсильніші емоції"": Книги, від яких зашкалюють емоції і тремтять руки",clickbait,1,ukr.media,llm,ukrmedia,13,87,0,1,0,0.0,5.462,1,0,0,0,0,0,0,0,1,0,0,train
"ППО знищила 26 ракет і 515 дронів ворога, є влучання у 20 локаціях",neutral,0,pravda.com.ua,llm,quality,13,66,0,0,0,0.0769,4.077,1,0,0,0,0,0,0,1,0,0,0,train
Провадження проти Умєрова за ознаками зловживання владою: у НАБУ підтвердили заяву ЦПК,neutral,0,znaj.ua,llm,znaj_holding,12,86,0,1,0,0.1667,6.167,1,0,0,0,0,0,0,0,0,0,1,train
Поліція проведе службове розслідування щодо свого генерала Шайхета після матеріалу журналістів,neutral,0,hromadske.ua,llm,quality,11,94,0,0,0,0.0,7.636,0,0,0,0,0,0,0,0,0,0,0,train
"«Надприбутки завдяки нашим ударам по російським НПЗ»: експерт розповів, що Захід заробляє на ударах ЗСУ",clickbait,1,politeka.net,llm,znaj_holding,15,103,0,1,0,0.1333,5.667,2,1,1,0,0,0,0,0,0,0,0,train
"У Фінляндії впали два невідомі дрони: влада вважає, що українські",neutral,0,pravda.com.ua,llm,quality,10,65,0,1,0,0.0,5.4,1,0,0,0,0,0,0,0,0,0,1,train
"Вчені пояснили, чому не варто чухати собаці живіт, коли той перекидається на спину",clickbait,1,ukr.media,llm,ukrmedia,13,82,0,0,0,0.0,5.231,2,1,1,0,0,0,0,0,0,0,0,train
У ЗСУ прокоментували заяву про незначні успіхи РФ у Бахмуті: Ситуація динамічна,neutral,0,pravda.com.ua,llm,quality,12,79,0,1,0,0.0833,5.583,0,0,0,0,0,0,0,0,0,0,0,train
"Міндіч назвав умову, за якої готовий повернутися в Україну",clickbait,1,espreso.tv,llm,quality,9,58,0,0,0,0.0,5.444,0,0,0,0,0,0,0,0,0,0,0,test
"Навіщо потрібен ""Режим польоту"" в телефоні та коли його вмикати",clickbait,1,ukr.media,llm,ukrmedia,10,63,0,0,0,0.0,5.2,1,0,0,0,0,0,0,0,0,1,0,test
"«Ми зараз навіть не на екваторі»: експерт оцінив, на скільки затягнуться мирні переговори",clickbait,1,politeka.net,llm,znaj_holding,13,89,0,1,0,0.0,5.615,2,1,1,0,0,0,0,0,0,0,0,train
"Їм щастить у всьому: чотири знаки Зодіаку, які притягують удачу",clickbait,1,znaj.ua,llm,znaj_holding,10,63,0,1,0,0.0,5.2,1,0,0,0,0,0,0,0,0,0,1,val
Чому не радять починати нові справи на спадний Місяць: цього ви точно не знали,clickbait,1,znaj.ua,llm,znaj_holding,14,78,0,1,0,0.0,4.571,2,0,0,0,0,0,0,0,0,1,1,train
Огляд платформи Skladchina UA: як працює сервіс спільних покупок,neutral,0,espreso.tv,llm,quality,9,64,0,1,0,0.1111,6.111,1,0,0,0,0,0,0,0,0,0,1,val
Білорусь перекидає більше військ і літаків до кордону з Україною – AP,neutral,0,pravda.com.ua,llm,quality,11,69,0,0,0,0.0,5.182,0,0,0,0,0,0,0,0,0,0,0,train
"РФ виробляє 250 тис. снарядів на місяць, що втричі більше, ніж США і Європа для України - CNN",neutral,0,pravda.com.ua,llm,quality,18,93,0,0,0,0.1111,4.056,0,0,0,0,0,0,0,0,0,0,0,test
"Молодик в Раку 25 червня: подія, яка змінить життя кожного знаку Зодіаку",clickbait,1,ukr.media,llm,ukrmedia,12,72,0,1,0,0.0,4.917,2,0,0,0,0,0,0,1,0,0,1,train
Виїхав на велосипеді під обстрілами. Житель Часового Яру розповів про ситуацію в місті,neutral,0,hromadske.ua,llm,quality,13,86,0,0,0,0.0,5.615,1,1,0,0,0,0,0,0,0,0,0,val
"Майже 4 мільйони — без конкуренції: фірма родини ексголови ""Укроборонпрому"" знову отримала мільйонні підряди в Херсоні",neutral,0,znaj.ua,llm,znaj_holding,15,118,0,1,0,0.0,6.6,2,0,0,0,0,0,0,1,0,0,1,train
Трамп розглядає кілька сценаріїв завершення війни в Україні: головні ідеї та плани,clickbait,1,politeka.net,llm,znaj_holding,12,82,0,1,0,0.0,5.833,1,0,0,0,0,0,0,0,0,0,1,train
"Росія може і на Стамбул піти, треба розуміти, що це глобальна загроза, - експерт попередив про неоімперські амбіції рф",neutral,0,politeka.net,llm,znaj_holding,19,118,0,0,0,0.0,5.105,2,1,1,0,0,0,0,0,0,0,0,train
Миколу Тищенка звинуватили у привласненні грошей жителів США: як із цим пов'язані російські хакери,clickbait,1,znaj.ua,llm,znaj_holding,14,98,0,1,0,0.0714,6.0,1,0,0,0,0,0,0,0,0,0,1,val
П’ять країн ЄС виступили проти нової торговельної угоди з Україною,neutral,0,pravda.com.ua,llm,quality,11,66,0,0,0,0.0,5.091,0,0,0,0,0,0,0,0,0,0,0,train
"Зеленський: В Україні скоро з’являться дрони, здатні працювати в умовах океану",neutral,0,pravda.com.ua,llm,quality,12,78,0,1,0,0.0,5.417,0,0,0,0,0,0,0,0,0,0,0,test
"Сили оборони атакують під Авдіївкою, тривають важкі бої біля коксохіму і в промзоні – ISW",neutral,0,pravda.com.ua,llm,quality,14,89,0,0,0,0.0714,5.214,0,0,0,0,0,0,0,0,0,0,0,train
Шольц потрапив під ракетний удар: як рішення про американських Tomahawk розділило Німеччину.,clickbait,1,politeka.net,llm,znaj_holding,12,92,0,1,0,0.0,6.583,1,0,0,0,0,0,0,0,0,0,1,test
ССО уразили нафтобазу ворога в Ростовській області,neutral,0,pravda.com.ua,llm,quality,7,50,0,0,0,0.1429,6.286,0,0,0,0,0,0,0,0,0,0,0,val
"Зеленський: Події в Мюнхені прискорили Європу, і це позитив",neutral,0,pravda.com.ua,llm,quality,9,59,0,1,0,0.0,5.444,0,0,0,0,0,0,0,0,0,0,0,train
"""ДТП під наркотиком"": Суд змінив Ар'євій запобіжний захід і одягнув на неї браслет",neutral,0,pravda.com.ua,llm,quality,13,82,0,1,0,0.0769,5.154,0,0,0,0,0,0,0,0,0,0,0,train
"СБУ заявила про ліквідацію російських агентів, які убили її полковника у Києві",neutral,0,pravda.com.ua,llm,quality,12,78,0,0,0,0.0833,5.5,1,1,0,0,0,0,0,0,0,0,0,test
"Іспанія платить $16,000 тим, хто готовий залишити міський шум заради спокою в мальовничому та ощадливому селі",neutral,0,znaj.ua,llm,znaj_holding,17,109,0,0,0,0.0,5.353,0,0,0,0,0,0,0,0,0,0,0,train
"Мокко мус і золотий блонд: 7 кольорів волосся, які будуть на піку моди взимку 2025–2026 року",clickbait,1,ukr.media,llm,ukrmedia,17,92,0,1,0,0.0,4.353,1,0,0,0,0,0,0,1,0,0,0,test
Гороскоп на 12 листопада 2024 року — що обіцяють астрологи,clickbait,1,ukr.media,llm,ukrmedia,9,58,0,0,0,0.0,5.333,2,0,1,0,0,0,0,1,0,0,0,train
Віддають останнє заради інших: які знаки Зодіаку не шкодують часу на допомогу,clickbait,1,znaj.ua,llm,znaj_holding,12,77,0,1,0,0.0,5.417,1,0,0,0,0,0,0,0,0,0,1,train
"Поліція і суспільство: ""Вот убьют, тогда и звоните""",neutral,0,espreso.tv,llm,quality,8,51,0,1,0,0.0,5.0,0,0,0,0,0,0,0,0,0,0,0,val
"Лікуємося ""по-старому"": чому поради бабусь можуть нашкодити здоров'ю",clickbait,1,znaj.ua,llm,znaj_holding,8,68,0,1,0,0.0,7.25,0,0,0,0,0,0,0,0,0,0,0,test
Підвищення тарифів на комунальні послуги в Одеській області: які нові ціни діють вже цього місяця,clickbait,1,politeka.net,llm,znaj_holding,15,97,0,1,0,0.0,5.467,1,0,0,0,0,0,0,0,0,0,1,train
Минулої доби на фронті зафіксували 233 бої: на Покровському напрямку Сили оборони зупинили 35 штурмів,neutral,0,espreso.tv,llm,quality,15,101,0,1,0,0.0,5.733,2,0,0,0,0,0,0,1,0,0,1,train
"Графіки відключення світла у Сумах на 30 січня: з'явилося попередження, які вулиці міста знеструмлять на багато годин",clickbait,1,politeka.net,llm,znaj_holding,17,117,0,1,0,0.0,5.824,3,1,0,0,0,0,0,1,0,0,1,test
"Таємниця китайської скриньки: справу нардепа Лабазюка, який ""підкупив"" Кубракова, передали до суду",neutral,0,znaj.ua,llm,znaj_holding,12,98,0,1,0,0.0,6.833,2,0,0,0,1,0,0,0,0,0,1,train
Фаріон загинула за українську позицію. Ворог прагне роз'єднати українців — Буданов,neutral,0,hromadske.ua,llm,quality,10,82,0,0,0,0.0,7.0,0,0,0,0,0,0,0,0,0,0,0,train
"Міжнародна спецоперація ""Месники"": у Молдові затримали найманців ""Вагнера""",neutral,0,pravda.com.ua,llm,quality,8,74,0,1,0,0.0,7.75,0,0,0,0,0,0,0,0,0,0,0,train
Які три аромати є для котів нестерпно огидними?,clickbait,1,ukr.media,llm,ukrmedia,8,47,1,0,0,0.0,4.875,1,0,0,0,0,0,0,0,0,1,0,val
США і Китай проведуть переговори щодо контролю над ядерним озброєнням – WSJ,neutral,0,pravda.com.ua,llm,quality,11,75,0,0,0,0.1818,5.727,0,0,0,0,0,0,0,0,0,0,0,train
Пісня переможниці “Євробачення-2026” очолила український Spotify: які ще треки в топі,clickbait,1,zn.ua,llm,quality,11,85,0,1,0,0.0,6.545,1,0,0,0,0,0,0,0,0,0,1,train
